chr	pos	pG0	mlp	W	kappa	tau	Qvalue	transcript_id	gene_id	gene_symbol	tss	dist_bp
11	10357572	1.10978171352907e-07	6.95476243556695	5.0368433053077	0	5.0368433053077	0.0168674698795182	ENST00000532250	ENSG00000133805	AMPD3	10317671	39901
11	16917219	5.47327350775295e-08	7.2617528489633	3.80424877236557	0	3.80424877236557	0.0728813559322035	ENST00000528376	ENSG00000166689	PLEKHA7	16881358	35861
11	30754837	3.1035727194294e-06	5.50813807425896	5.15393738456766	0	5.15393738456766	0.0162162162162163	ENST00000528686	ENSG00000066382	MPPED2	30586872	167965
11	43594287	2.73852354502086e-09	8.56248352078278	6.1693676926113	0	6.1693676926113	0.00416666666666665	ENST00000531185	ENSG00000149084	HSD17B12	43680709	86422
11	43914033	1.80621082634158e-06	5.74323155891013	4.06288330021996	0	4.06288330021996	0.0562162162162163	ENST00000339446	ENSG00000187479	C11orf96	43925342	11309
11	46213411	1.13676501283711e-06	5.94432930151761	4.65927151411556	0	4.65927151411556	0.0283018867924529	ENST00000621158	ENSG00000157613	CREB3L1	46277662	64251
11	46286454	8.31705625413943e-09	8.08003036106564	6.01781417123558	0	6.01781417123558	0.00416666666666665	ENST00000534787	ENSG00000157613	CREB3L1	46295126	8672
11	46331362	3.70214441087875e-13	12.4315466445716	5.96072643593321	0	5.96072643593321	0.00416666666666665	ENST00000343674	ENSG00000149091	DGKZ	46332905	1543
11	47538102	1.05480606512337e-07	6.97682738168289	4.46864141145232	0	4.46864141145232	0.032	ENST00000543178	ENSG00000149187	CELF1	47524781	13321
11	48931185	8.31505083160357e-07	6.0801350915055	4.52869974180759	0	4.52869974180759	0.0285714285714285	ENST00000534741	ENSG00000220948	TRIM51GP	48981695	50510
11	50344221	5.86992226670894e-06	5.23136764992153	4.54635334537993	0	4.54635334537993	0.0285714285714285	ENST00000335238	ENSG00000221954	OR4C12	49982535	361686
11	65458964	1.17213838154761e-07	6.93102111289574	4.35971160500583	0	4.35971160500583	0.0394160583941605	ENST00000525364	ENSG00000142186	SCYL1	65525077	66113
11	65475111	9.39698245979923e-07	6.02701158378842	4.50655415112737	0	4.50655415112737	0.0285714285714285	ENST00000525364	ENSG00000142186	SCYL1	65525077	49966
11	67945951	4.28390783063843e-05	4.3681598816954	4.26468522742966	0	4.26468522742966	0.0394736842105263	ENST00000227471	ENSG00000110057	UNC93B1	68004097	58146
11	70007770	1.10662643407787e-05	4.95599895996947	4.54790958621955	0	4.54790958621955	0.0285714285714285	ENST00000531349	ENSG00000131620	ANO1	69985907	21863
11	107520983	2.78408321995471e-05	4.55531778722709	4.12708792690195	0	4.12708792690195	0.0497109826589595	ENST00000389568	ENSG00000137760	ALKBH8	107565518	44535
12	6580443	3.3312709745509e-06	5.47739003918942	4.93480762118162	0	4.93480762118162	0.0185567010309278	ENST00000644077	ENSG00000111642	CHD4	6583106	2663
12	20579969	1.76205890647481e-07	6.75397957700835	5.69789356215417	0	5.69789356215417	0.00727272727272732	ENST00000266509	ENSG00000139155	SLCO1C1	20695332	115363
12	48194957	4.28153466206978e-07	6.3684005357051	4.35614377061785	0	4.35614377061785	0.0394160583941605	ENST00000310248	ENSG00000172640	OR10AD1	48203292	8335
12	49993678	1.47865854749413e-06	5.83013210190542	4.07117606085049	0	4.07117606085049	0.0562162162162163	ENST00000548961	ENSG00000161800	RACGAP1	49992358	1320
12	53384060	8.31251292661922e-05	4.08026766632583	3.86383214906773	0	3.86383214906773	0.0669603524229074	ENST00000548560	ENSG00000185591	SP1	53381302	2758
12	54584933	4.24661265531689e-05	4.37195735034207	3.89290479594409	0	3.89290479594409	0.0642201834862386	ENST00000553113	ENSG00000135447	PPP1R1A	54584316	617
12	57023284	2.35697362485243e-05	4.62764527731664	4.17717942139292	0	4.17717942139292	0.0469135802469136	ENST00000415231	ENSG00000166863	TAC3	57028883	5599
12	87329652	9.40584256377539e-05	4.02660229480702	3.82629213028237	0	3.82629213028237	0.0698689956331877	ENST00000621808	ENSG00000182050	MGAT4C	86838885	490767
12	89712160	3.10723355170892e-05	4.50762610226277	4.05770009114962	0	4.05770009114962	0.0569892473118279	ENST00000551310	ENSG00000070961	ATP2B1	89709300	2860
12	90008959	1.06084735320227e-12	11.9743471028388	10.9054011416097	0	10.9054011416097	0.00416666666666665	ENST00000551310	ENSG00000070961	ATP2B1	89709300	299659
12	111124809	1.3753432964085e-05	4.86158888501402	4.21946141078411	0	4.21946141078411	0.0434782608695652	ENST00000397643	ENSG00000111249	CUX2	111099446	25363
12	111872722	1.25875479098495e-06	5.90005886345372	5.170114704685	0	5.170114704685	0.0162162162162163	ENST00000549875	ENSG00000089022	MAPKAPK5	111842734	29988
12	115450094	6.69226755003661e-06	5.17442670471176	4.068857474424	0	4.068857474424	0.0562162162162163	ENST00000649607	ENSG00000123066	MED13L	116008599	558505
12	115460631	6.6710906011819e-05	4.17580316108237	3.85233877907362	0	3.85233877907362	0.0669603524229074	ENST00000649607	ENSG00000123066	MED13L	116008599	547968
12	115552437	3.00083108477754e-19	18.5227584500979	15.5833899869996	0	15.5833899869996	0.00416666666666665	ENST00000649607	ENSG00000123066	MED13L	116008599	456162
12	122066512	5.64979065668322e-05	4.24796764392068	3.99666302135011	0	3.99666302135011	0.0591836734693878	ENST00000319080	ENSG00000175727	MLXIP	122078756	12244
13	25255422	7.20789068225915e-06	5.14219180866213	4.31507182923897	0	4.31507182923897	0.0394557823129251	ENST00000381801	ENSG00000139505	MTMR6	25287488	32066
13	30100679	7.26964758023947e-08	7.13848664246519	5.93443949676212	0	5.93443949676212	0.00416666666666665	ENST00000414289	ENSG00000102781	KATNAL1	30306856	206177
13	32365235	5.28730157478237e-05	4.27676591779072	3.99129316554115	0	3.99129316554115	0.0606060606060606	ENST00000530622	ENSG00000139597	N4BP2L1	32411606	46371
13	73296812	3.6258243463599e-05	4.4405932391965	4.00673329465034	0	4.00673329465034	0.0591836734693878	ENST00000377687	ENSG00000102554	KLF5	73059005	237807
13	73832307	3.55778832526325e-07	6.44881989433663	5.55548565541822	0	5.55548565541822	0.00983606557377059	ENST00000377669	ENSG00000118922	KLF12	74133929	301622
13	90819918	2.31066881601558e-05	4.63626229670349	4.33669925493408	0	4.33669925493408	0.0394366197183098	ENST00000377067	ENSG00000179399	GPC5	91398621	578703
14	50655357	3.20829758656426e-10	9.4937253554101	8.44656724411829	0	8.44656724411829	0.00416666666666665	ENST00000553731	ENSG00000151748	SAV1	50665365	10008
14	72412804	5.31888548609232e-05	4.27417935980041	3.9072201334298	0	3.9072201334298	0.0642201834862386	ENST00000434263	ENSG00000182732	RGS6	72454520	41716
15	41282534	5.92057042775166e-07	6.22763644839696	4.05970665278228	0	4.05970665278228	0.0562162162162163	ENST00000661438	ENSG00000285920	ENSG00000285920	41286011	3477
15	52864885	6.35088021510473e-05	4.19716607847642	4.07784787280938	0	4.07784787280938	0.0562162162162163	ENST00000305901	ENSG00000169856	ONECUT1	52790336	74549
15	69707451	1.01912642873434e-06	5.9917719358211	5.54444231804612	0	5.54444231804612	0.00983606557377059	ENST00000560274	ENSG00000137818	RPLP1	69452884	254567
15	69929692	1.01323061299103e-06	5.99429169723499	4.40162884196274	0	4.40162884196274	0.0360902255639097	ENST00000560589	ENSG00000140332	TLE3	70095950	166258
15	73384312	1.77081904261516e-05	4.75182581645476	4.28904608752192	0	4.28904608752192	0.0394736842105263	ENST00000261917	ENSG00000138622	HCN4	73368958	15354
15	80991447	4.23513134100095e-09	8.37313311667035	6.92116654641781	0	6.92116654641781	0.00416666666666665	ENST00000561312	ENSG00000117899	MESD	80989828	1619
15	89405096	9.26617514816362e-05	4.03309949507156	3.77909493398527	0	3.77909493398527	0.0783673469387756	ENST00000442287	ENSG00000140521	POLG	89334861	70235
15	90335256	6.3590788003866e-06	5.19660579329583	4.84093159655206	0	4.84093159655206	0.0185567010309278	ENST00000354377	ENSG00000196391	ZNF774	90352284	17028
15	91397701	8.4999091908786e-07	6.07058571406347	5.42672455516591	0	5.42672455516591	0.0123076923076924	ENST00000330276	ENSG00000185518	SV2B	91225870	171831
15	91420552	1.63636120814108e-05	4.78612082451097	4.42135804234067	0	4.42135804234067	0.0360902255639097	ENST00000330276	ENSG00000185518	SV2B	91225870	194682
15	91428521	4.74145316545117e-24	23.3240885349047	16.2291419740976	0	16.2291419740976	0.00416666666666665	ENST00000330276	ENSG00000185518	SV2B	91225870	202651
15	91441673	4.06586960446825e-17	16.3908465536291	9.15789800506155	0	9.15789800506155	0.00416666666666665	ENST00000330276	ENSG00000185518	SV2B	91225870	215803
15	95753471	0.000119594128308575	3.92229014230232	3.70543717867163	0	3.70543717867163	0.0946564885496184	ENST00000421109	ENSG00000185551	NR2F2	96325938	572467
16	10697022	4.55015125241507e-05	4.34197416664015	4.04706760176842	0	4.04706760176842	0.0578947368421052	ENST00000283025	ENSG00000153060	TEKT5	10694930	2092
16	20361087	2.87243876422344e-14	13.5417492210012	12.1447317448541	0	12.1447317448541	0.00416666666666665	ENST00000570689	ENSG00000169344	UMOD	20356301	4786
16	30566747	4.96375696265085e-07	6.30418949074373	5.72718599767651	0	5.72718599767651	0.00727272727272732	ENST00000566632	ENSG00000229809	ZNF688	30571320	4573
16	51755371	5.09003738523166e-08	7.29327902785181	6.11514981970999	0	6.11514981970999	0.00416666666666665	ENST00000565308	ENSG00000224578	HNRNPA1P48	51553436	201935
16	53800754	8.00357246556045e-07	6.09671611853746	4.34435828301909	0	4.34435828301909	0.0394366197183098	ENST00000563011	ENSG00000140718	FTO	53826361	25607
16	75313258	6.08949329739293e-08	7.215418843213	5.96195769543602	0	5.96195769543602	0.00416666666666665	ENST00000393422	ENSG00000050820	BCAR1	75268053	45205
16	81531257	1.12848380209793e-07	6.94750467026807	3.81843737517786	0	3.81843737517786	0.0704347826086957	ENST00000539778	ENSG00000153815	CMIP	81495349	35908
16	81571979	1.46664414639851e-08	7.83367524675844	4.34149194940521	0	4.34149194940521	0.0394366197183098	ENST00000566513	ENSG00000153815	CMIP	81610307	38328
16	81590859	4.27431927284672e-07	6.36913304107302	6.1232838576296	0	6.1232838576296	0.00416666666666665	ENST00000566513	ENSG00000153815	CMIP	81610307	19448
16	81620478	5.37072609927543e-06	5.26996699556836	5.01379422181609	0	5.01379422181609	0.0181818181818181	ENST00000566513	ENSG00000153815	CMIP	81610307	10171
17	7129898	1.91890071906638e-05	4.71694749440315	3.85331624488318	0	3.85331624488318	0.0669603524229074	ENST00000574868	ENSG00000161944	ASGR2	7115700	14198
17	7221197	9.18069298719977e-06	5.03712453566609	4.1182339712396	0	4.1182339712396	0.0502857142857143	ENST00000579886	ENSG00000072778	ACADVL	7219948	1249
17	7441756	1.45318315334339e-07	6.83767964552747	4.26416340453901	0	4.26416340453901	0.0394736842105263	ENST00000575082	ENSG00000161958	FGF11	7440743	1013
17	13155290	2.65581026508759e-05	4.57580295481939	3.72501879887249	0	3.72501879887249	0.0905511811023623	ENST00000583371	ENSG00000006744	ELAC2	13018065	137225
17	36912109	2.50009824975313e-05	4.60204292393308	4.26968028806895	0	4.26968028806895	0.0394736842105263	ENST00000614239	ENSG00000273706	LHX1	36937475	25366
17	45055107	3.5472347814551e-12	11.4501100658512	5.53662273610086	0	5.53662273610086	0.00983606557377059	ENST00000452796	ENSG00000172992	DCAKD	45051680	3427
17	45280802	1.27896243643136e-05	4.89314221071302	3.66290297638607	0	3.66290297638607	0.0959107806691451	ENST00000376926	ENSG00000006062	MAP3K14	45290976	10174
17	45823462	1.3206413497265e-05	4.87921510894328	4.48554941125887	0	4.48554941125887	0.0308943089430895	ENST00000580876	ENSG00000120088	CRHR1	45833138	9676
17	46694734	7.50570597214482e-07	6.12460845260295	5.59168845431801	0	5.59168845431801	0.00983606557377059	ENST00000576346	ENSG00000073969	NSF	46713149	18415
17	47192620	4.69312604268853e-07	6.32853778183928	4.2038957019363	0	4.2038957019363	0.0434782608695652	ENST00000066544	ENSG00000004897	CDC27	47189295	3325
17	61563458	1.85333175658994e-05	4.73204683261849	4.31649919045579	0	4.31649919045579	0.0394557823129251	ENST00000521764	ENSG00000253506	NACA2	61591219	27761
17	64487077	5.14623677112777e-05	4.2885102363867	3.77179129152826	0	3.77179129152826	0.0809716599190285	ENST00000581355	ENSG00000256525	POLG2	64492720	5643
17	66752571	4.2604063512215e-06	5.37054897655997	4.86598053215113	0	4.86598053215113	0.0185567010309278	ENST00000533854	ENSG00000075429	CACNG5	66835117	82546
17	67109833	9.948809547376e-05	4.00222888286596	3.63533943556538	0	3.63533943556538	0.0982078853046595	ENST00000226021	ENSG00000108878	CACNG1	67044554	65279
18	32583028	3.70717114419568e-05	4.43095736399361	4.0507226645424	0	4.0507226645424	0.0578947368421052	ENST00000269209	ENSG00000141441	GAREM1	32470882	112146
18	48157253	3.62418519311278e-06	5.44078961830979	3.97598491796432	0	3.97598491796432	0.0623762376237624	ENST00000590437	ENSG00000184828	ZBTB7C	48165331	8078
18	48690619	5.704314388813e-06	5.24379654669686	4.74723694713789	0	4.74723694713789	0.02	ENST00000588345	ENSG00000134030	CTIF	48540095	150524
18	48789736	3.31599594748815e-07	6.47938600887708	4.53029426684883	0	4.53029426684883	0.0285714285714285	ENST00000586093	ENSG00000101665	SMAD7	48948505	158769
18	48845975	1.30562396448315e-05	4.88418188712324	3.8782700230576	0	3.8782700230576	0.0654545454545454	ENST00000586093	ENSG00000101665	SMAD7	48948505	102530
18	50420543	1.47653163855785e-05	4.83075724270237	4.30562467882161	0	4.30562467882161	0.0394557823129251	ENST00000494518	ENSG00000154839	SKA1	50375061	45482
18	73565999	0.000154405711704591	3.81133663848276	3.64804615463335	0	3.64804615463335	0.0982078853046595	ENST00000580088	ENSG00000141665	FBXO15	74123510	557511
19	1233052	1.38291938155829e-05	4.85920313671273	4.25658591557111	0	4.25658591557111	0.04	ENST00000382477	ENSG00000099625	CBARP	1237991	4939
19	3813906	0.000147390953564286	3.83152917141373	3.6907137978809	0	3.6907137978809	0.0946564885496184	ENST00000590980	ENSG00000007264	MATK	3802129	11777
19	4929473	5.39273705779358e-08	7.26819075477826	4.44112818772131	0	4.44112818772131	0.034375	ENST00000616255	ENSG00000276043	UHRF1	4910375	19098
19	4965064	4.97408478718495e-10	9.30328681611218	6.18243627321578	0	6.18243627321578	0.00416666666666665	ENST00000159111	ENSG00000127663	KDM4B	4969113	4049
19	5036730	8.11472096818499e-08	7.0907264091786	4.04421161799631	0	4.04421161799631	0.0578947368421052	ENST00000536461	ENSG00000127663	KDM4B	5016325	20405
19	5066995	1.2528056039107e-09	8.90211631264401	4.23647272952522	0	4.23647272952522	0.043312101910828	ENST00000588361	ENSG00000127663	KDM4B	5082452	15457
19	7253184	4.12626342276761e-16	15.3844430498959	11.6458386712773	0	11.6458386712773	0.00416666666666665	ENST00000341500	ENSG00000171105	INSR	7293931	40747
19	30352791	4.31220320695978e-05	4.36530078177728	3.99766019479305	0	3.99766019479305	0.0591836734693878	ENST00000355537	ENSG00000198597	ZNF536	30372384	19593
19	38534304	6.17886608276288e-05	4.20909121733557	4.08017691673856	0	4.08017691673856	0.0562162162162163	ENST00000689936	ENSG00000196218	RYR1	38537880	3576
19	57519308	7.33192891820148e-05	4.13478175410023	3.81417704380782	0	3.81417704380782	0.0718614718614719	ENST00000240719	ENSG00000121406	ZNF549	57527325	8017
20	8607333	3.96932921873046e-11	10.401282878934	9.68780919701273	0	9.68780919701273	0.00416666666666665	ENST00000626966	ENSG00000182621	PLCB1	8600726	6607
20	10765282	1.7852567353306e-05	4.74829931976481	4.35894627802371	0	4.35894627802371	0.0394160583941605	ENST00000254958	ENSG00000101384	JAG1	10673999	91283
20	10909444	2.38875157530086e-11	10.6218290135343	5.85035149971072	0	5.85035149971072	0.00727272727272732	ENST00000254958	ENSG00000101384	JAG1	10673999	235445
20	10969030	9.89951218252016e-27	26.0043862055701	11.5298087147034	0	11.5298087147034	0.00416666666666665	ENST00000254958	ENSG00000101384	JAG1	10673999	295031
20	10977631	1.09501852504722e-21	20.9605785335565	13.1375739124548	0	13.1375739124548	0.00416666666666665	ENST00000254958	ENSG00000101384	JAG1	10673999	303632
20	11077279	7.519457010205e-06	5.1238135192469	4.8695376178957	0	4.8695376178957	0.0185567010309278	ENST00000254958	ENSG00000101384	JAG1	10673999	403280
20	30635236	1.22831584577535e-07	6.91068994554006	6.29301254663754	0	6.29301254663754	0.00416666666666665	ENST00000400552	ENSG00000215547	DEFB115	31257664	622428
20	30699601	6.48796545738789e-06	5.18789147102035	3.72558467033785	0	3.72558467033785	0.0905511811023623	ENST00000400552	ENSG00000215547	DEFB115	31257664	558063
20	57698020	1.74166765847635e-13	12.7590347126233	7.63541287272227	0	7.63541287272227	0.00416666666666665	ENST00000395814	ENSG00000124225	PMEPA1	57691830	6190
20	57768743	2.09952006779179e-10	9.67787996989978	6.26710676961058	0	6.26710676961058	0.00416666666666665	ENST00000265626	ENSG00000124225	PMEPA1	57711536	57207
20	62328480	7.15313366444729e-06	5.14550365959285	4.58744945467599	0	4.58744945467599	0.0285714285714285	ENST00000497053	ENSG00000130702	LAMA5	62351989	23509
20	62439638	0.0001089338534124	3.96283713341746	3.6358577121935	0	3.6358577121935	0.0982078853046595	ENST00000252998	ENSG00000130701	RBBP8NL	62427539	12099
20	62565129	1.09728829807234e-06	5.95967925226816	5.35502359890225	0	5.35502359890225	0.0142857142857142	ENST00000217159	ENSG00000101187	SLCO4A1	62642503	77374
21	23590385	9.98452524526641e-05	4.00067258059427	3.7190604518877	0	3.7190604518877	0.0909803921568628	ENST00000352957	ENSG00000154719	MRPL39	25607481	2017096
21	33671140	1.1927661487221e-06	5.92344469486678	5.62359773932986	0	5.62359773932986	0.00727272727272732	ENST00000438788	ENSG00000205758	CRYZL1	33643926	27214
21	44721027	7.19591279887155e-08	7.14291410813893	6.45739536208803	0	6.45739536208803	0.00416666666666665	ENST00000323084	ENSG00000175894	TSPEAR	44711572	9455
21	45587230	1.87571805085443e-05	4.72683244216197	3.78938447677203	0	3.78938447677203	0.0778242677824268	ENST00000650808	ENSG00000173638	SLC19A1	45563115	24115
